,date,nav
413,25-10-2024,199.02570
414,24-10-2024,202.37940
415,23-10-2024,204.16040
416,22-10-2024,204.11900
417,21-10-2024,209.18120
418,18-10-2024,212.42580
419,17-10-2024,212.58360
420,16-10-2024,214.61380
421,15-10-2024,214.67670
422,14-10-2024,212.70610
423,11-10-2024,211.86820
424,10-10-2024,211.20750
425,09-10-2024,211.46180
426,08-10-2024,209.71250
427,07-10-2024,205.93070
428,04-10-2024,210.64500
429,03-10-2024,211.10730
430,01-10-2024,214.27590
431,30-09-2024,213.85410
432,27-09-2024,213.82450
433,26-09-2024,212.39300
434,25-09-2024,213.20710
435,24-09-2024,212.94540
436,23-09-2024,213.66070
437,20-09-2024,212.07530
438,19-09-2024,211.29030
439,18-09-2024,212.19740
440,17-09-2024,212.87130
441,16-09-2024,213.11800
442,13-09-2024,212.68240
443,12-09-2024,211.28420
444,11-09-2024,210.11110
445,10-09-2024,211.83530
446,09-09-2024,208.70900
447,06-09-2024,209.50180
448,05-09-2024,210.08360
449,04-09-2024,208.90430
450,03-09-2024,209.17100
451,02-09-2024,208.31130
452,31-08-2024,208.41670
453,30-08-2024,208.41680
454,29-08-2024,207.04990
455,28-08-2024,207.89870
456,27-08-2024,207.49040
457,26-08-2024,206.78640
458,23-08-2024,206.38890
459,22-08-2024,206.14190
460,21-08-2024,205.69040
461,20-08-2024,204.27780
462,19-08-2024,204.10160
463,16-08-2024,202.84710
464,14-08-2024,200.55320
465,13-08-2024,201.61010
466,12-08-2024,202.17420
467,09-08-2024,201.56990
468,08-08-2024,201.09250
469,07-08-2024,202.00340
470,06-08-2024,199.01140
471,05-08-2024,199.56190
472,02-08-2024,206.20350
473,01-08-2024,207.84030
474,31-07-2024,208.43580
475,30-07-2024,208.69120
476,29-07-2024,208.25480
477,26-07-2024,205.42050
478,25-07-2024,203.74190
479,24-07-2024,204.46770
480,23-07-2024,201.70180
481,22-07-2024,202.03550
482,19-07-2024,200.73470
483,18-07-2024,203.60470
484,16-07-2024,204.64390
485,15-07-2024,204.26510
486,12-07-2024,204.37660
487,11-07-2024,205.33260
488,10-07-2024,204.00500
489,09-07-2024,204.74340
490,08-07-2024,203.95050
491,05-07-2024,204.89210
492,04-07-2024,203.57230
493,03-07-2024,202.90490
494,02-07-2024,200.59120
495,01-07-2024,200.45560
496,30-06-2024,197.87550
497,28-06-2024,197.87460
498,27-06-2024,197.54100
499,26-06-2024,198.68260
500,25-06-2024,199.28880
501,24-06-2024,198.96450
502,21-06-2024,198.84530
503,20-06-2024,198.73210
504,19-06-2024,197.86450
505,18-06-2024,198.25160
506,14-06-2024,198.12810
507,13-06-2024,196.43830
508,12-06-2024,195.44150
509,11-06-2024,193.73580
510,10-06-2024,192.35180
511,07-06-2024,189.56980
512,06-06-2024,186.50830
513,05-06-2024,183.04960
514,04-06-2024,178.35910
515,03-06-2024,186.91550
516,31-05-2024,183.55500
517,30-05-2024,181.99070
518,29-05-2024,183.91990
519,28-05-2024,183.29630
520,27-05-2024,183.96720
521,24-05-2024,184.22960
522,23-05-2024,184.86470
523,22-05-2024,185.17180
524,21-05-2024,184.77490
525,17-05-2024,183.66970
526,16-05-2024,181.91380
527,15-05-2024,179.54070
528,14-05-2024,177.76550
529,13-05-2024,175.80480
530,10-05-2024,175.77960
531,09-05-2024,174.97820
532,08-05-2024,179.08460
533,07-05-2024,178.25650
534,06-05-2024,179.81960
535,03-05-2024,180.58290
536,02-05-2024,181.82800
537,30-04-2024,181.43470
538,29-04-2024,181.05300
539,26-04-2024,180.42500
540,25-04-2024,180.43450
541,24-04-2024,179.53280
542,23-04-2024,178.20840
543,22-04-2024,177.25860
544,19-04-2024,175.64450
545,18-04-2024,174.74650
546,16-04-2024,174.64190
547,15-04-2024,174.15540
548,12-04-2024,175.80470
549,10-04-2024,176.92020
550,09-04-2024,175.30610
551,08-04-2024,175.56460
552,05-04-2024,175.35380
553,04-04-2024,174.63640
554,03-04-2024,173.69260
555,02-04-2024,172.32720
556,01-04-2024,171.31840
557,31-03-2024,167.81360
558,28-03-2024,167.81390
559,27-03-2024,167.18190
560,26-03-2024,166.38440
561,22-03-2024,166.58970
562,21-03-2024,165.01480
563,20-03-2024,162.07690
564,19-03-2024,162.38850
565,18-03-2024,163.10550
566,15-03-2024,162.61570
567,14-03-2024,162.56190
568,13-03-2024,160.58350
569,12-03-2024,166.20620
570,11-03-2024,168.47940
571,07-03-2024,169.98460
572,06-03-2024,168.78030
573,05-03-2024,171.44490
574,04-03-2024,172.01160
575,01-03-2024,171.38620
576,29-02-2024,169.96340
577,28-02-2024,169.67810
578,27-02-2024,171.15060
579,26-02-2024,170.77230
580,23-02-2024,170.75130
581,22-02-2024,169.45300
582,21-02-2024,169.26090
583,20-02-2024,169.79750
584,19-02-2024,169.64210
585,16-02-2024,169.68790
586,15-02-2024,168.78300
587,14-02-2024,168.05510
588,13-02-2024,166.35530
589,12-02-2024,165.36070
590,09-02-2024,168.08130
591,08-02-2024,168.68940
592,07-02-2024,168.70670
593,06-02-2024,168.02770
594,05-02-2024,165.80490
595,02-02-2024,166.81720
596,01-02-2024,166.51910
597,31-01-2024,167.08530
598,30-01-2024,163.88540
599,29-01-2024,164.24300
600,25-01-2024,163.06420
601,24-01-2024,162.90440
602,23-01-2024,161.13050
603,19-01-2024,162.83230
604,18-01-2024,162.26090
605,17-01-2024,162.90310
606,16-01-2024,164.43210
607,15-01-2024,165.01830
608,12-01-2024,164.21060
609,11-01-2024,163.71650
610,10-01-2024,162.75620
611,09-01-2024,162.83110
612,08-01-2024,162.59160
613,05-01-2024,163.74990
614,04-01-2024,162.76090
615,03-01-2024,162.10600
616,02-01-2024,162.06460
617,01-01-2024,161.42720
618,29-12-2023,161.23570
619,28-12-2023,159.96250
620,27-12-2023,159.80290
621,26-12-2023,159.32410
622,22-12-2023,159.20230
623,21-12-2023,158.63270
624,20-12-2023,157.12700
625,19-12-2023,161.06180
626,18-12-2023,161.43560
627,15-12-2023,161.54280
628,14-12-2023,161.06090
629,13-12-2023,159.94020
630,12-12-2023,159.44360
631,11-12-2023,159.79540
632,08-12-2023,159.55530
633,07-12-2023,159.95680
634,06-12-2023,159.48490
635,05-12-2023,159.50410
636,04-12-2023,158.81010
637,01-12-2023,157.41760
638,30-11-2023,157.43140
639,29-11-2023,155.71050
640,28-11-2023,155.64510
641,24-11-2023,154.68300
642,23-11-2023,154.39260
643,22-11-2023,154.43410
644,21-11-2023,154.97010
645,20-11-2023,153.98730
646,17-11-2023,153.40800
647,16-11-2023,152.83770
648,15-11-2023,152.73980
649,13-11-2023,151.31400
650,10-11-2023,150.57810
651,09-11-2023,150.39980
652,08-11-2023,150.53310
653,07-11-2023,150.04940
654,06-11-2023,149.59200
655,03-11-2023,148.72050
656,02-11-2023,147.81920
657,01-11-2023,147.15460
658,31-10-2023,147.56260
659,30-10-2023,147.19740
660,27-10-2023,147.27930
661,26-10-2023,145.45300
662,25-10-2023,146.78620
663,23-10-2023,148.01860
664,20-10-2023,152.89160
665,19-10-2023,153.63700
666,18-10-2023,153.62520
667,17-10-2023,153.48660
668,16-10-2023,152.97470
669,13-10-2023,151.99220
670,12-10-2023,152.01910
671,11-10-2023,151.72290
672,10-10-2023,150.85630
673,09-10-2023,149.68450
674,06-10-2023,151.72000
675,05-10-2023,151.05840
676,04-10-2023,150.84800
677,03-10-2023,151.72950
678,29-09-2023,151.24970
679,27-09-2023,151.75530
680,26-09-2023,151.15260
681,25-09-2023,151.19660
682,22-09-2023,151.25970
683,21-09-2023,150.82720
684,20-09-2023,152.93130
685,18-09-2023,152.70610
686,15-09-2023,153.19300
687,14-09-2023,153.13890
688,13-09-2023,151.90550
689,12-09-2023,151.65830
690,11-09-2023,154.99080
691,08-09-2023,153.84310
692,07-09-2023,153.15100
693,06-09-2023,151.61470
694,05-09-2023,151.76550
695,04-09-2023,151.57480
696,01-09-2023,150.41260
697,31-08-2023,150.23060
698,30-08-2023,149.28840
699,29-08-2023,148.56920
700,28-08-2023,148.10740
701,25-08-2023,147.08850
702,24-08-2023,147.62330
703,23-08-2023,147.66660
704,22-08-2023,147.42070
705,21-08-2023,145.96920
706,18-08-2023,145.49760
707,17-08-2023,145.50100
708,16-08-2023,145.84700
709,14-08-2023,145.33910
710,11-08-2023,145.58810
711,10-08-2023,145.47230
712,09-08-2023,146.32930
713,08-08-2023,145.50020
714,07-08-2023,145.72720
715,04-08-2023,145.71290
716,03-08-2023,145.07950
717,02-08-2023,145.42340
718,01-08-2023,146.74570
719,31-07-2023,146.15820
720,28-07-2023,144.58240
721,27-07-2023,143.83590
722,26-07-2023,143.61880
723,25-07-2023,143.18630
