,date,nav
391,29-11-2024,203.22980
392,28-11-2024,202.20460
393,27-11-2024,202.23030
394,26-11-2024,201.59810
395,25-11-2024,201.24270
396,22-11-2024,196.96790
397,21-11-2024,196.01740
398,19-11-2024,196.91490
399,18-11-2024,194.96320
400,14-11-2024,195.88250
401,13-11-2024,194.60350
402,12-11-2024,198.66500
403,11-11-2024,201.17830
404,08-11-2024,202.85580
405,07-11-2024,204.91850
406,06-11-2024,205.59320
407,05-11-2024,203.88450
408,04-11-2024,204.18210
409,31-10-2024,204.70650
410,30-10-2024,201.17000
411,29-10-2024,199.66210
412,28-10-2024,198.76200
